,tradeoff,id,rho,p,n
439,0.3,ERR321608,0.03453563547209806,0.9297144716331558,9.0
440,0.3,ERR321612,0.019402643527862536,0.9752973371107447,5.0
441,0.3,ERR321614,0.5347453773117118,0.09010759012027665,11.0
442,0.3,ERR321616,0.8058190753940976,0.028656936540599125,7.0
443,0.3,ERR321619,0.9993996939054437,0.022059884042829922,3.0
444,0.3,ERR321627,0.9165717634196676,0.08342823658033238,4.0
445,0.3,ERR321628,-0.34205142345712963,0.3675915843995032,9.0
446,0.3,ERR321631,0.1621392491902349,0.7589223766114723,6.0
447,0.3,ERR321634,-0.26466512079613425,0.5264398686618453,8.0
448,0.3,ERR321640,-0.1796487201693036,0.7334258808419294,6.0
449,0.3,ERR321642,0.48562981705168023,0.26924161897097704,7.0
450,0.3,ERR321648,0.8123892080310321,0.0007395530862859333,13.0
451,0.3,ERR414233,0.7150246177303489,0.1746017679128009,5.0
452,0.3,ERR414234,0.4632089341242125,0.11091195952371465,13.0
453,0.3,ERR414235,0.07329934890485085,0.8513427507523526,9.0
454,0.3,ERR414239,-0.24105052867958662,0.6454273705380059,6.0
455,0.3,ERR414240,0.40554243927133127,0.3188661682785208,8.0
456,0.3,ERR414241,-0.08718978242560951,0.8891273371000601,5.0
457,0.3,ERR414242,0.9857375949071101,0.0003036736964340003,6.0
458,0.3,ERR414244,,,2.0
459,0.3,ERR414246,0.5173189745576603,0.12568174907976298,10.0
460,0.3,ERR414250,0.6192890875699568,0.04216948543220189,11.0
461,0.3,ERR414252,0.48907408698206123,0.18151087427942422,9.0
462,0.3,ERR414254,,,1.0
463,0.3,ERR414261,0.35965344612456895,0.3815449367748742,8.0
464,0.3,ERR414262,0.9769325411362582,0.13700404525554374,3.0
465,0.3,ERR414265,0.2095481489241161,0.6520186452084666,7.0
466,0.3,ERR414266,-0.22498047468350565,0.5605681615764134,9.0
467,0.3,ERR414267,0.8772289895860472,0.0018895698222500786,9.0
468,0.3,ERR414268,0.7005667572245139,0.01634631746545568,11.0
469,0.3,ERR414274,0.43639786659530155,0.32762938112294404,7.0
470,0.3,ERR414277,-0.17192077139413292,0.6348431803418028,10.0
471,0.3,ERR414278,-0.26680045644096634,0.6643733984019963,5.0
472,0.3,ERR414279,-0.23885025690537232,0.6059818896618018,7.0
473,0.3,ERR414282,0.7208338624564747,0.028438784310567528,9.0
474,0.3,ERR414283,0.438015213388887,0.20547662521450244,10.0
475,0.3,ERR414288,0.11997724717735511,0.7771921107659255,8.0
476,0.3,ERR414292,0.16565682162653844,0.7226150606302469,7.0
477,0.3,ERR414294,0.5379270548891176,0.2709381876731564,6.0
478,0.3,ERR414295,0.37078278084947214,0.36587322446084647,8.0
479,0.3,ERR414297,0.2572902258530999,0.5775231860766031,7.0
480,0.3,ERR414301,0.01969934022429971,0.9704548119659848,6.0
481,0.3,ERR414302,0.9211439668006768,0.009082236748512539,6.0
482,0.3,ERR414305,0.9218303141688786,0.0011252249999972954,8.0
483,0.3,ERR414306,0.2742142922653491,0.41450397772429504,11.0
484,0.3,ERR414308,0.2926423464215436,0.4447572904777259,9.0
485,0.3,ERR414309,0.15353265202547992,0.6933048589841123,9.0
486,0.3,ERR414311,0.5323933440853015,0.09180264280116138,11.0
487,0.3,ERR414312,0.8193878049489746,0.012806127605833093,8.0
488,0.3,ERR414313,-0.3260443917332083,0.5923444759427478,5.0
489,0.3,ERR414315,0.8249381994207827,0.006199836927763539,9.0
490,0.3,ERR414316,0.6063233210816974,0.27833529430162135,5.0
491,0.3,ERR414318,0.023450432544548892,0.9522490584976496,9.0
492,0.3,ERR414319,0.07600304170225115,0.8347003976115119,10.0
493,0.3,ERR414320,0.26483388207805597,0.5660034027272283,7.0
494,0.3,ERR414321,0.005191345378008226,0.9948086546219918,4.0
495,0.3,ERR414322,0.6770213386853455,0.06514380586773919,8.0
496,0.3,ERR414324,,,1.0
497,0.3,ERR414325,0.3752075686072022,0.2555176180210968,11.0
498,0.3,ERR414326,0.9628631390668116,0.002043111075182605,6.0
499,0.3,ERR414329,-0.7305235277458797,0.47855220887392574,3.0
500,0.3,ERR414330,0.1710819991134243,0.6365208090197008,10.0
501,0.3,ERR414331,-0.08306217374250004,0.9470599833759615,3.0
502,0.3,ERR414332,0.6614878238334515,0.22403204683990136,5.0
503,0.3,ERR414333,,,2.0
504,0.3,ERR414334,0.38746263790240015,0.3429436843567049,8.0
505,0.3,ERR414335,0.2578718248032288,0.6217662273713841,6.0
506,0.3,ERR414336,0.8033504493272188,0.00910699475526204,9.0
507,0.3,ERR414337,0.7797083544693595,0.43073466262126325,3.0
508,0.3,ERR414338,0.8209086318463106,0.08849541297658582,5.0
509,0.3,ERR414339,0.15185967970239075,0.6375381600817008,12.0
510,0.3,ERR414341,0.428424816363937,0.18862187001619313,11.0
511,0.3,ERR414343,0.2055524772229814,0.6583683449259164,7.0
512,0.3,ERR414344,0.9102362128555864,0.0006529323358270889,9.0
513,0.3,ERR414345,0.5064783675328997,0.1641109945802433,9.0
514,0.3,ERR414347,0.43806147387479055,0.20542321925746995,10.0
515,0.3,ERR414351,-0.5947310973210254,0.40526890267897464,4.0
516,0.4,ERR260132,0.16198465782158383,0.7946602576047396,5.0
517,0.4,ERR260134,-0.12391270091995775,0.6599516454016346,15.0
518,0.4,ERR260138,-0.17269240836209562,0.6825818230652335,8.0
519,0.4,ERR260139,-0.16910447201014797,0.7487611749897715,6.0
520,0.4,ERR260140,,,2.0
521,0.4,ERR260142,0.0646752454393587,0.8790716520379942,8.0
522,0.4,ERR260143,-0.26384826715855997,0.5675043561134168,7.0
523,0.4,ERR260150,-0.16332626606128903,0.6991656746776174,8.0
524,0.4,ERR260151,,,1.0
525,0.4,ERR260152,0.9796823232941962,0.12854944893967313,3.0
526,0.4,ERR260154,0.1988655114577268,0.669031339662149,7.0
527,0.4,ERR260158,,,2.0
528,0.4,ERR260161,-0.4817433479860162,0.189139536091658,9.0
529,0.4,ERR260162,0.5361384393361425,0.11015073014689868,10.0
530,0.4,ERR260164,0.8813264925700548,0.0016848985257263726,9.0
531,0.4,ERR260165,-0.07636122539077747,0.8856807944693377,6.0
532,0.4,ERR260166,0.12095866170176817,0.7754049817761326,8.0
533,0.4,ERR260167,-0.11698748745241067,0.7475636089246058,10.0
534,0.4,ERR260172,-0.1792866413829908,0.6201756249241228,10.0
535,0.4,ERR260173,-0.10014913491771649,0.712104645724664,16.0
536,0.4,ERR260174,-0.19476738177907396,0.7115431126908561,6.0
537,0.4,ERR260177,0.09269526104698333,0.8271894139434985,8.0
538,0.4,ERR260180,0.7393699422516861,0.09303999770271845,6.0
539,0.4,ERR260181,0.13959948433885586,0.7201883506405207,9.0
540,0.4,ERR260182,-0.018543640084502856,0.9594497331148898,10.0
541,0.4,ERR260185,-0.4055411838526165,0.42503661624704137,6.0
542,0.4,ERR260186,0.5439882518774207,0.13001194601989116,9.0
543,0.4,ERR260189,-0.37050251135318807,0.32631533084615183,9.0
544,0.4,ERR260194,0.18868822579995073,0.6016286796647952,10.0
545,0.4,ERR260195,0.7248168212777499,0.06535632081432227,7.0
546,0.4,ERR260198,0.26726253744480405,0.4010320193377357,12.0
547,0.4,ERR260199,0.6444900642839397,0.1671149985816944,6.0
548,0.4,ERR260200,0.3092885872749709,0.45600553066190375,8.0
549,0.4,ERR260203,0.14611524088363698,0.7299083372027999,8.0
550,0.4,ERR260204,0.08138547816806505,0.8781913150140336,6.0
551,0.4,ERR260206,0.9697036432549649,0.15710605629142094,3.0
552,0.4,ERR260214,-0.2578697600351616,0.6217691185710913,6.0
553,0.4,ERR260218,,,2.0
554,0.4,ERR260222,-0.36439703129331813,0.6356029687066819,4.0
555,0.4,ERR260223,0.07836206718642588,0.9500619610567325,3.0
556,0.4,ERR260227,-0.7329124382075912,0.2670875617924088,4.0
557,0.4,ERR260230,0.9840639441687974,0.00240915227968247,5.0
558,0.4,ERR260231,0.35393285188540663,0.6460671481145934,4.0
559,0.4,ERR260235,-0.22816941278523686,0.7120264993168424,5.0
560,0.4,ERR260238,0.2385220680476091,0.6992090414806135,5.0
561,0.4,ERR260244,-0.8811419335437416,0.1188580664562584,4.0
562,0.4,ERR260245,0.9839132657557613,6.249863686149527e-05,7.0
563,0.4,ERR260246,-0.3911379064335414,0.5149947660238227,5.0
564,0.4,ERR260250,-0.35743629291721124,0.48667871674294955,6.0
565,0.4,ERR260251,0.856798768313212,0.013777285015284971,7.0
566,0.4,ERR260252,-0.5990829858150016,0.15517534518890955,7.0
567,0.4,ERR260258,-0.13522690983723473,0.8283499446312738,5.0
568,0.4,ERR260261,0.44478181739613215,0.17045574947506428,11.0
569,0.4,ERR260270,,,2.0
570,0.4,ERR260275,,,2.0
571,0.4,ERR260276,,,2.0
572,0.4,ERR275251,-0.20751532482173218,0.7924846751782678,4.0
573,0.4,ERR321108,0.8412317310725078,0.36366203501516586,3.0
574,0.4,ERR321144,-0.22010252434288266,0.8587216132060106,3.0
575,0.4,ERR321148,,,1.0
576,0.4,ERR321150,,,1.0
577,0.4,ERR321182,-0.29888816993465217,0.7011118300653478,4.0
578,0.4,ERR321188,,,1.0
579,0.4,ERR321190,0.4091961674678418,0.7316183411495434,3.0
580,0.4,ERR321208,,,1.0
581,0.4,ERR321221,0.3958675787671015,0.7408878475940345,3.0
582,0.4,ERR321229,,,2.0
583,0.4,ERR321239,0.9850687360854058,0.11015019555839949,3.0
584,0.4,ERR321243,,,1.0
585,0.4,ERR321247,-0.11390909321274187,0.8860909067872581,4.0
586,0.4,ERR321251,,,2.0
587,0.4,ERR321252,0.4871964405501243,0.4051797354393223,5.0
588,0.4,ERR321358,,,1.0
589,0.4,ERR321376,,,1.0
590,0.4,ERR321393,0.9144684061989621,0.010660620553811718,6.0
591,0.4,ERR321428,,,1.0
592,0.4,ERR321480,0.349681367665261,0.650318632334739,4.0
593,0.4,ERR321487,0.9341428767726537,0.23233212180021942,3.0
594,0.4,ERR321493,0.48393741623298636,0.18683768243180904,9.0
595,0.4,ERR321515,,,1.0
596,0.4,ERR321519,,,1.0
597,0.4,ERR321548,0.6470992491939666,0.031385776051043916,11.0
598,0.4,ERR321553,-0.15676932288086107,0.801215741889733,5.0
599,0.4,ERR321560,0.644163037857016,0.03242109064701262,11.0
600,0.4,ERR321562,0.5302099699986662,0.09339481710331272,11.0
601,0.4,ERR321567,0.5872511955231511,0.22038409506736098,6.0
602,0.4,ERR321568,-0.05303925263919404,0.9007377539304029,8.0
603,0.4,ERR321578,0.4792585487054332,0.22950901858231915,8.0
604,0.4,ERR321584,0.6286397550242716,0.09502269411414217,8.0
605,0.4,ERR321587,,,2.0
606,0.4,ERR321589,0.46368033328245356,0.43151984858622217,5.0
607,0.4,ERR321590,0.36842303896818596,0.29484615425026184,10.0
608,0.4,ERR321592,-0.03544292941934041,0.933600140679946,8.0
609,0.4,ERR321602,0.5306802129212271,0.11452378315562857,10.0
610,0.4,ERR321606,-0.020694303127788517,0.9547505934748601,10.0
611,0.4,ERR321608,0.035298799676438564,0.9281645009267792,9.0
612,0.4,ERR321612,0.019874975166779205,0.9746960617797786,5.0
613,0.4,ERR321614,0.5349393140139133,0.08996875291365763,11.0
614,0.4,ERR321616,0.8058190759164385,0.02865693635646931,7.0
615,0.4,ERR321619,0.9993996941822768,0.022059878955826607,3.0
616,0.4,ERR321627,0.9165717622140459,0.0834282377859541,4.0
617,0.4,ERR321628,-0.34205133908924323,0.3675917103239577,9.0
618,0.4,ERR321631,0.16213926299678122,0.7589223564460962,6.0
619,0.4,ERR321634,-0.2643966640988508,0.5268752434421982,8.0
620,0.4,ERR321640,-0.1796487134939901,0.7334258905317446,6.0
621,0.4,ERR321642,0.48702386391120034,0.2676628160425819,7.0
622,0.4,ERR321648,0.8122591616931516,0.0007421789770360482,13.0
623,0.4,ERR414233,0.7150245813635564,0.17460180028364172,5.0
624,0.4,ERR414234,0.4631610107050992,0.11095377960487768,13.0
625,0.4,ERR414235,0.07329935144097416,0.8513427456549231,9.0
626,0.4,ERR414239,-0.2410505286794148,0.6454273705382488,6.0
627,0.4,ERR414240,0.40560097770617076,0.31878954736335957,8.0
628,0.4,ERR414241,-0.08718892132723449,0.8891284293092645,5.0
629,0.4,ERR414242,0.9857435833853919,0.00030341934638050043,6.0
630,0.4,ERR414244,,,2.0
631,0.4,ERR414246,0.5178789391017755,0.12520112626192523,10.0
632,0.4,ERR414250,0.6192895561143609,0.04216928475821051,11.0
633,0.4,ERR414252,0.4894655463008067,0.18110850110691656,9.0
634,0.4,ERR414254,,,1.0
635,0.4,ERR414261,0.35981179843611444,0.38131989898106994,8.0
636,0.4,ERR414262,0.9769325399840678,0.13700404869039984,3.0
637,0.4,ERR414265,0.20954815081272027,0.6520186422111153,7.0
638,0.4,ERR414266,-0.22333286240248157,0.5635187761969584,9.0
639,0.4,ERR414267,0.8768399074264525,0.0019098565133153012,9.0
640,0.4,ERR414268,0.7000636032181109,0.016456955089995284,11.0
641,0.4,ERR414274,0.43635558807509917,0.3276816634066126,7.0
642,0.4,ERR414277,-0.1690618234973722,0.6405674608172542,10.0
643,0.4,ERR414278,-0.26681679330148456,0.6643533517016229,5.0
644,0.4,ERR414279,-0.23885025674167135,0.6059818899162699,7.0
645,0.4,ERR414282,0.7207627847264304,0.028461952049077435,9.0
646,0.4,ERR414283,0.4381270920057076,0.20534747942344422,10.0
647,0.4,ERR414288,0.12005912561140655,0.7770429796243122,8.0
648,0.4,ERR414292,0.1655863827611671,0.7227297550174592,7.0
649,0.4,ERR414294,0.5379270548891597,0.27093818767311156,6.0
650,0.4,ERR414295,0.3707826354009529,0.36587342734545875,8.0
651,0.4,ERR414297,0.2574211802496179,0.5773225876846677,7.0
652,0.4,ERR414301,0.019820352839824473,0.9702733639172614,6.0
653,0.4,ERR414302,0.9211439626824576,0.009082237684339531,6.0
654,0.4,ERR414305,0.9212117122140275,0.001151601155617242,8.0
655,0.4,ERR414306,0.2742188486040564,0.41449590882883003,11.0
656,0.4,ERR414308,0.293082820854687,0.4440401714376544,9.0
657,0.4,ERR414309,0.15353435432667278,0.6933015918537023,9.0
658,0.4,ERR414311,0.5324553966575871,0.09175765548873797,11.0
659,0.4,ERR414312,0.8196643748940373,0.012750209591960892,8.0
660,0.4,ERR414313,-0.3226007250086745,0.5964920826011822,5.0
661,0.4,ERR414315,0.8242540439315484,0.006280597702424616,9.0
662,0.4,ERR414316,0.6063232961439142,0.27833531955120927,5.0
663,0.4,ERR414318,0.024789933207876327,0.949524218377073,9.0
664,0.4,ERR414319,0.07672900164622207,0.8331399819284726,10.0
665,0.4,ERR414320,0.2647191762688343,0.566178018716302,7.0
666,0.4,ERR414321,0.005191501663687381,0.9948084983363126,4.0
667,0.4,ERR414322,0.6768302660329911,0.06524896138180283,8.0
668,0.4,ERR414324,,,1.0
669,0.4,ERR414325,0.3762850853073296,0.25404498624644484,11.0
670,0.4,ERR414326,0.9628565840333038,0.0020438278768182844,6.0
671,0.4,ERR414329,-0.7305232493515524,0.4785524684061143,3.0
672,0.4,ERR414330,0.17127953669402093,0.6361255798002913,10.0
673,0.4,ERR414331,-0.08306217585027995,0.9470599820294541,3.0
674,0.4,ERR414332,0.6614878363453358,0.22403203489263446,5.0
675,0.4,ERR414333,,,2.0
676,0.4,ERR414334,0.38746271667783866,0.34294357767257205,8.0
677,0.4,ERR414335,0.2562637053664138,0.6240189999554481,6.0
678,0.4,ERR414336,0.8029076810744762,0.009174716453599106,9.0
679,0.4,ERR414337,0.7797083191406939,0.43073469854106317,3.0
680,0.4,ERR414338,0.8209086355560967,0.0884954102792166,5.0
681,0.4,ERR414339,0.15204695019184739,0.6371184122279978,12.0
682,0.4,ERR414341,0.4286863763496895,0.188322545484141,11.0
683,0.4,ERR414343,0.20634031307849487,0.6571150557123862,7.0
684,0.4,ERR414344,0.9080388142402889,0.0007090406213965131,9.0
685,0.4,ERR414345,0.5068875242627746,0.16371399522104318,9.0
686,0.4,ERR414347,0.4382203194875954,0.20523989925224465,10.0
687,0.4,ERR414351,-0.5934509039900523,0.4065490960099477,4.0
688,0.5,ERR260132,0.1619846641788256,0.7946602496173469,5.0
689,0.5,ERR260134,-0.12348263207857299,0.6610666457573501,15.0
690,0.5,ERR260138,-0.17269237425524772,0.6825818832581113,8.0
691,0.5,ERR260139,-0.1691044720116898,0.7487611749875251,6.0
692,0.5,ERR260140,,,2.0
693,0.5,ERR260142,0.0646752419286223,0.8790716585656717,8.0
694,0.5,ERR260143,-0.26384825544336815,0.5675043739615039,7.0
695,0.5,ERR260150,-0.15326327774212212,0.7170997649162,8.0
696,0.5,ERR260151,,,1.0
697,0.5,ERR260152,0.9796823232670288,0.12854944902591037,3.0
698,0.5,ERR260154,0.1988655100442345,0.669031341920836,7.0
699,0.5,ERR260158,,,2.0
700,0.5,ERR260161,-0.47549270974138896,0.19578436779055422,9.0
701,0.5,ERR260162,0.5361032966236979,0.11017854482353753,10.0
702,0.5,ERR260164,0.8813263905774109,0.0016849034195043462,9.0
703,0.5,ERR260165,-0.07623572812997516,0.8858679444948284,6.0
704,0.5,ERR260166,0.12095865103908339,0.7754050011879248,8.0
705,0.5,ERR260167,-0.11698748574152135,0.7475636125156062,10.0
706,0.5,ERR260172,-0.17906451949893423,0.6206162057985516,10.0
707,0.5,ERR260173,-0.09971683790119845,0.7132983149841353,16.0
708,0.5,ERR260174,-0.19321431164267955,0.713785048679054,6.0
709,0.5,ERR260177,0.09269526089937917,0.8271894142155212,8.0
710,0.5,ERR260180,0.739369935039207,0.0930400026071908,6.0
711,0.5,ERR260181,0.13972018632699532,0.7199542739727374,9.0
712,0.5,ERR260182,-0.018543643995621972,0.9594497245681394,10.0
713,0.5,ERR260185,-0.4057168251829877,0.4248165029424373,6.0
714,0.5,ERR260186,0.5439883082142991,0.1300118982809381,9.0
715,0.5,ERR260189,-0.3705024777879767,0.32631537811816536,9.0
716,0.5,ERR260194,0.18868822712352873,0.6016286770678384,10.0
717,0.5,ERR260195,0.7248168212781032,0.06535632081412616,7.0
718,0.5,ERR260198,0.26729926897801926,0.4009648174852008,12.0
719,0.5,ERR260199,0.6444900303071235,0.16711502837762499,6.0
720,0.5,ERR260200,0.30928865412334255,0.4560054281542922,8.0
721,0.5,ERR260203,0.1461151308034412,0.7299085348840958,8.0
722,0.5,ERR260204,0.08138549396315724,0.8781912914783256,6.0
723,0.5,ERR260206,0.9697036418054514,0.15710606006894065,3.0
724,0.5,ERR260214,-0.25741779037002893,0.6224020702242039,6.0
725,0.5,ERR260218,,,2.0
726,0.5,ERR260222,-0.36439703137276475,0.6356029686272353,4.0
727,0.5,ERR260223,0.0783620519600156,0.9500619707800659,3.0
728,0.5,ERR260227,-0.7329124348485236,0.26708756515147636,4.0
729,0.5,ERR260230,0.984063945545619,0.002409151967968654,5.0
730,0.5,ERR260231,0.3539328380792258,0.6460671619207742,4.0
731,0.5,ERR260235,-0.2281693324971072,0.7120265988462902,5.0
732,0.5,ERR260238,0.2385220411173082,0.6992090747796648,5.0
733,0.5,ERR260244,-0.8811419771278358,0.11885802287216418,4.0
734,0.5,ERR260245,0.9839132675333344,6.249861965619964e-05,7.0
735,0.5,ERR260246,-0.39113790085469685,0.5149947725611307,5.0
736,0.5,ERR260250,-0.3574362929166589,0.4866787167436722,6.0
737,0.5,ERR260251,0.8567987523889355,0.013777288721887231,7.0
738,0.5,ERR260252,-0.5990829751267869,0.15517535450303896,7.0
739,0.5,ERR260258,-0.13522691068179057,0.828349943565829,5.0
740,0.5,ERR260261,0.4448158580714302,0.1704191122695155,11.0
741,0.5,ERR260270,,,2.0
742,0.5,ERR260275,,,2.0
743,0.5,ERR260276,,,2.0
744,0.5,ERR275251,-0.20751520842969898,0.792484791570301,4.0
745,0.5,ERR321108,0.8412317502487807,0.3636620124359812,3.0
746,0.5,ERR321144,-0.2201027359966656,0.8587214750756174,3.0
747,0.5,ERR321148,,,1.0
748,0.5,ERR321150,,,1.0
749,0.5,ERR321182,-0.29888818919139015,0.7011118108086098,4.0
750,0.5,ERR321188,,,1.0
751,0.5,ERR321190,0.4091960702673876,0.7316184089669266,3.0
752,0.5,ERR321208,,,1.0
753,0.5,ERR321221,0.3959424806461923,0.7408359207067012,3.0
754,0.5,ERR321229,,,2.0
755,0.5,ERR321239,0.9850687360911572,0.11015019553713191,3.0
756,0.5,ERR321243,,,1.0
757,0.5,ERR321247,-0.11390908805507056,0.8860909119449294,4.0
758,0.5,ERR321251,,,2.0
759,0.5,ERR321252,0.4871964363920998,0.4051797400626732,5.0
760,0.5,ERR321358,,,1.0
761,0.5,ERR321376,,,1.0
762,0.5,ERR321393,0.9144615383117625,0.010662307517901601,6.0
763,0.5,ERR321428,,,1.0
764,0.5,ERR321480,0.34968133755986935,0.6503186624401307,4.0
765,0.5,ERR321487,0.934142895889609,0.23233208770031022,3.0
766,0.5,ERR321493,0.4839401664251,0.18683480711210076,9.0
767,0.5,ERR321515,,,1.0
768,0.5,ERR321519,,,1.0
769,0.5,ERR321548,0.6470992451306741,0.03138577746750084,11.0
770,0.5,ERR321553,-0.15676932983943556,0.8012157331393515,5.0
771,0.5,ERR321560,0.6441630443730598,0.03242108832324969,11.0
772,0.5,ERR321562,0.5302316582707959,0.0933789128029962,11.0
773,0.5,ERR321567,0.58719037210244,0.22044386974791189,6.0
774,0.5,ERR321568,-0.05297649091689326,0.9008547717760396,8.0
775,0.5,ERR321578,0.4792585306318131,0.22950903869078348,8.0
776,0.5,ERR321584,0.6286786863372573,0.09499599443411269,8.0
777,0.5,ERR321587,,,2.0
778,0.5,ERR321589,0.46398952489945133,0.4311710833910577,5.0
779,0.5,ERR321590,0.3684285419994446,0.29483838307050325,10.0
780,0.5,ERR321592,-0.03377556011698701,0.9367189717589183,8.0
781,0.5,ERR321602,0.5306801941573076,0.1145237983727197,10.0
782,0.5,ERR321606,-0.019615385904468093,0.9571078492020246,10.0
783,0.5,ERR321608,0.035572325384864024,0.9276090265208865,9.0
784,0.5,ERR321612,0.01991150778867179,0.9746495562057291,5.0
785,0.5,ERR321614,0.534723846174605,0.09012301273935502,11.0
786,0.5,ERR321616,0.8058190753090184,0.02865693657059029,7.0
787,0.5,ERR321619,0.9993996943821705,0.0220598752826392,3.0
788,0.5,ERR321627,0.9165717624109617,0.08342823758903828,4.0
789,0.5,ERR321628,-0.3420514435162639,0.3675915544599689,9.0
790,0.5,ERR321631,0.16213926504829257,0.7589223534497279,6.0
791,0.5,ERR321634,-0.2641116266199024,0.5273376539082776,8.0
792,0.5,ERR321640,-0.17964872456711267,0.733425874458116,6.0
793,0.5,ERR321642,0.48780976436355844,0.2667746136727427,7.0
794,0.5,ERR321648,0.8118791849531515,0.000749893605264979,13.0
795,0.5,ERR414233,0.7150245813621445,0.17460180028489844,5.0
796,0.5,ERR414234,0.4624154835131237,0.11160572990026797,13.0
797,0.5,ERR414235,0.07329934605934733,0.8513427564716158,9.0
798,0.5,ERR414239,-0.2410505286790577,0.6454273705387533,6.0
799,0.5,ERR414240,0.40563132389857853,0.3187498306816333,8.0
800,0.5,ERR414241,-0.08718876860904021,0.8891286230156165,5.0
801,0.5,ERR414242,0.9857435831008111,0.0003034193584650485,6.0
802,0.5,ERR414244,,,2.0
803,0.5,ERR414246,0.5177614939704508,0.12530183590865832,10.0
804,0.5,ERR414250,0.6192895632643279,0.04216928169593932,11.0
805,0.5,ERR414252,0.4894653105392902,0.18110874328898088,9.0
806,0.5,ERR414254,,,1.0
807,0.5,ERR414261,0.3597624230636272,0.3813900610398651,8.0
808,0.5,ERR414262,0.9769325399216431,0.13700404887649753,3.0
809,0.5,ERR414265,0.20954814773633368,0.6520186470935634,7.0
810,0.5,ERR414266,-0.22219784134165235,0.5655547496450689,9.0
811,0.5,ERR414267,0.876562002800053,0.0019244383797985677,9.0
812,0.5,ERR414268,0.7001216479902306,0.016444164392998135,11.0
813,0.5,ERR414274,0.43635571208304097,0.3276815100512128,7.0
814,0.5,ERR414277,-0.1671466213422044,0.6444117306416675,10.0
815,0.5,ERR414278,-0.26680043422460686,0.6643734256633997,5.0
816,0.5,ERR414279,-0.22514563942147203,0.6273942309914355,7.0
817,0.5,ERR414282,0.7207440525428986,0.02846805984855988,9.0
818,0.5,ERR414283,0.4381555441685719,0.20531464349298398,10.0
819,0.5,ERR414288,0.12008789674263412,0.7769905780847857,8.0
820,0.5,ERR414292,0.16558636721007408,0.7227297803394909,7.0
821,0.5,ERR414294,0.5379270496305326,0.27093819327855423,6.0
822,0.5,ERR414295,0.3707827212016364,0.36587330766298015,8.0
823,0.5,ERR414297,0.25754670150836845,0.5771303322665529,7.0
824,0.5,ERR414301,0.02008612004744009,0.9698748718236877,6.0
825,0.5,ERR414302,0.9211439825715817,0.009082233164721589,6.0
826,0.5,ERR414305,0.9211863179987193,0.0011526924554143526,8.0
827,0.5,ERR414306,0.2742660495648265,0.41441232435788944,11.0
828,0.5,ERR414308,0.29315351237483434,0.44392512848867455,9.0
829,0.5,ERR414309,0.1535343613112665,0.6933015784485761,9.0
830,0.5,ERR414311,0.5324553861025718,0.09175766313975292,11.0
831,0.5,ERR414312,0.8189666715241253,0.012891570770892286,8.0
832,0.5,ERR414313,-0.30101640638008853,0.6226033516779267,5.0
833,0.5,ERR414315,0.8241275154015709,0.006295611769384659,9.0
834,0.5,ERR414316,0.6063233088834914,0.2783353066523452,5.0
835,0.5,ERR414318,0.025417777735083146,0.9482471982915079,9.0
836,0.5,ERR414319,0.07698294631686285,0.8325942637590775,10.0
837,0.5,ERR414320,0.2646612781327254,0.5662661632102972,7.0
838,0.5,ERR414321,0.005191379288784505,0.9948086207112155,4.0
839,0.5,ERR414322,0.6767562056856821,0.06528974698842005,8.0
840,0.5,ERR414324,,,1.0
841,0.5,ERR414325,0.37655544657996093,0.25367624883173623,11.0
842,0.5,ERR414326,0.9623186859656988,0.0021030706420496824,6.0
843,0.5,ERR414329,-0.7305234827153018,0.47855225085354036,3.0
844,0.5,ERR414330,0.17133027644659835,0.6360240740614752,10.0
845,0.5,ERR414331,-0.08306217568913178,0.9470599821324001,3.0
846,0.5,ERR414332,0.6614878238467369,0.2240320468272155,5.0
847,0.5,ERR414333,,,2.0
848,0.5,ERR414334,0.38746271119333053,0.34294358510014034,8.0
849,0.5,ERR414335,0.2553770553980319,0.6252619358509616,6.0
850,0.5,ERR414336,0.8025536544075904,0.009229109360925926,9.0
851,0.5,ERR414337,0.7797083142249421,0.4307347035390672,3.0
852,0.5,ERR414338,0.8209086336353905,0.08849541167575367,5.0
853,0.5,ERR414339,0.1521036022460034,0.6369914516571419,12.0
854,0.5,ERR414341,0.4297405262168733,0.18711911137680567,11.0
855,0.5,ERR414343,0.20639729625822478,0.6570244315975293,7.0
856,0.5,ERR414344,0.9078146504335626,0.0007149471737347412,9.0
857,0.5,ERR414345,0.5066705066022185,0.1639244956337354,9.0
858,0.5,ERR414347,0.4382393486259666,0.20521794452329462,10.0
859,0.5,ERR414351,-0.4460844495460766,0.5539155504539234,4.0
860,0.6,ERR260132,0.16198465782179702,0.7946602576044717,5.0
861,0.6,ERR260134,-0.12343263842585611,0.6611963027160084,15.0
862,0.6,ERR260138,-0.17269249657429947,0.6825816673854648,8.0
863,0.6,ERR260139,-0.16910447201228412,0.7487611749866591,6.0
864,0.6,ERR260140,,,2.0
865,0.6,ERR260142,0.06467524495964727,0.8790716529299448,8.0
866,0.6,ERR260143,-0.20522364786933703,0.6588916348652812,7.0
867,0.6,ERR260150,-0.03518910004563791,0.9340748843110129,8.0
868,0.6,ERR260151,,,1.0
869,0.6,ERR260152,0.9796823233703942,0.12854944869779947,3.0
870,0.6,ERR260154,0.19886550914167772,0.6690313433630751,7.0
871,0.6,ERR260158,,,2.0
872,0.6,ERR260161,-0.3490459140183681,0.357222864949826,9.0
