strain,species,genus,family,order,class,phylum,kingdom,id,genbank,intercept,slope,rate,rsquared,pval
Desulfovibrio piger,Desulfovibrio piger,Desulfovibrio,Desulfovibrionaceae,Desulfovibrionales,Deltaproteobacteria,Proteobacteria,Bacteria,ERR260199,LT630450,0.809363312664737,4.14550115108646e-05,1.83938288029599,0.998947367310462,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260199,CP000678,1.60509426168193,3.19533775724483e-05,1.55077038098397,0.954940683563926,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260199,AE014295,2.18971859253068,5.11358352075718e-05,2.32302907935229,0.934204512747117,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260199,FP929055,0.820367183213941,3.19145398628338e-05,1.83998827371444,0.99356471604812,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260199,FP929039,2.74522933544588,2.21291294276468e-05,1.66781573418166,0.941689283920444,0
[Eubacterium] siraeum 70/3,[Eubacterium] siraeum,"",Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260199,FP929044,2.10459227905348,7.89760123238169e-05,4.69578935542523,0.943414174829907,0
Bacteroides fragilis YCH46,Bacteroides fragilis,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260199,AP006841,0.727837805169768,1.05241660298851e-05,1.32287315300957,0.994244542891411,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260199,CP001107,1.37368123411538,1.87412866666304e-05,1.52303400772005,0.956298524960632,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260200,FR875178,1.46403837726569,4.06592098036216e-05,1.73247302106835,0.925999295744105,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260200,CP030777,1.87434451214873,6.39464131858462e-05,4.13365807683755,0.9880888991049,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260200,FP929032,1.15004558354333,1.89155298134381e-05,1.55454953781067,0.977160310629176,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260200,CP003274,1.25523260911601,1.50719149201553e-05,1.44924162374569,0.987623089631841,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260200,CP024160,1.55586803385233,5.32285801936831e-05,2.32934992139767,0.957844285585629,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260200,CP012098,3.16964206921074,3.3611090219606e-05,2.10450927255928,0.895717800736991,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260200,CP001071,2.11888195848239,1.84176113663329e-05,1.46558946086507,0.951567143188929,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260200,FP929053,2.09644488507226,2.47482733694614e-05,1.86255436116427,0.958141221053718,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260200,CP000678,1.32024638942175,5.19867805154919e-05,2.01511814772775,0.987193678650235,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260200,FP929039,3.48474516605726,2.36222198364233e-05,1.72023456464991,0.931565247412311,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260200,AP018536,1.05941315920188,1.7034573461734e-05,1.55832941883287,0.986512078753828,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260200,CP001107,2.39376760036434,2.27643081044591e-05,1.70839291439209,0.78672818148168,0
Lactobacillus reuteri DSM 20016,Lactobacillus reuteri,Lactobacillus,Lactobacillaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260203,CP000705,1.38267907805967,3.83963518943954e-05,1.68668713687065,0.980227823568865,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260203,CP030777,1.63513706391391,4.94069836613493e-05,2.83822555699187,0.992045689176769,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260203,CP024160,0.897598505415654,4.66027895678885e-05,1.90897624783768,0.993608881965914,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260203,CP001104,2.15515978474937,5.5370864423974e-05,2.31528559337137,0.873696576003299,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260203,AP009256,1.19533650141442,5.14699155197756e-05,2.02037861226074,0.994867655969765,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260203,HF545616,2.55139839984528,2.08408097460802e-05,1.56012152799968,0.927789716529992,0
Lactococcus lactis subsp. lactis Il1403,Lactococcus lactis,Lactococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260203,AE005176,0.882788107414257,3.28128965582982e-05,1.69819740340536,0.996394567367592,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260203,CP001071,2.66898745515358,1.85538833597173e-05,1.46900440272957,0.933562918387995,0
Olsenella sp. GAM18,Olsenella sp. GAM18,Olsenella,Atopobiaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260203,AP018530,0.835357595444637,3.42155775669123e-05,1.52764252320062,0.992047775811134,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260203,CP000678,1.16990861764071,3.47213112694823e-05,1.5686748890025,0.975370255574414,0
Coprococcus sp. ART55/1,Coprococcus sp. ART55/1,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260203,FP929039,2.99596115363018,2.13107206227075e-05,1.63820136456184,0.940267325294708,0
Klebsiella pneumoniae subsp. pneumoniae HS11286,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR260203,CP003200,1.25204559857245,3.85483477288308e-05,3.91661704767965,0.992705135708721,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260203,CP000139,0.880592145989398,4.75380950427407e-05,4.05017831497292,0.996686998630112,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260203,AP018536,0.920574772247943,4.11352020924142e-05,2.80332728912067,0.994406320011573,0
Coprococcus catus GD/7,Coprococcus catus,Coprococcus,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,FP929038,0.93788158447654,2.15360206616229e-05,1.58204330111451,0.991288922022355,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260204,CP024160,1.19940173489406,5.0667491559563e-05,2.20520000116493,0.991150970721495,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,CP012098,1.71938883154187,2.94117245792677e-05,1.90581718451914,0.95119776300851,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,FP929054,0.678193313848603,5.49085399014643e-05,2.73368333910217,0.923555544842603,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260204,CP022412,2.73796319147574,9.75064152502857e-06,1.38086101968083,0.965987055553029,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,HF545616,0.942195354452361,1.81995811715509e-05,1.42198345768786,0.992744608142604,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260204,CP001071,1.99332205793616,2.41674590115075e-05,1.65083535377996,0.964937324904122,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260204,CP000678,1.83345902035973,3.17875929661842e-05,1.53841654864601,0.924713504223709,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260204,FP929055,0.938255566411104,3.56866030375111e-05,1.99884578236085,0.970575128746849,0
Bifidobacterium catenulatum DSM 16992 = JCM 1194 = LMG 11043,Bifidobacterium catenulatum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260204,AP012325,0.820315092584464,0.000166500057060465,5.95093655416227,0.960662490928733,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260204,CP000139,1.12092486526654,5.42742143544957e-05,5.6725292881606,0.998664656546906,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260206,CP030777,1.26527637223938,7.19943729060352e-05,4.57032916163221,0.992687047920777,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260206,FP929032,1.1900924223255,1.72222798552682e-05,1.44467606503738,0.969711429455879,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260206,CP024160,1.12447153042869,4.36161885736405e-05,1.95924976656458,0.988966268531036,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260206,CP012098,0.975477729328424,2.82686136770456e-05,1.77454118624883,0.989608447044933,0
Bacteroides caccae,Bacteroides caccae,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260206,CP022412,0.752600744986633,1.19681213731991e-05,1.37561728113072,0.997175558166823,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260206,AP009256,0.775578224055169,5.11640257882789e-05,1.68182189317252,0.999550168706952,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260206,CP001107,1.0281207205195,2.24962038419063e-05,1.61255418077204,0.972857039260437,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260214,FR875178,1.39594303056659,6.62433052600421e-05,2.39254603842212,0.978357288859281,0
Propionibacterium freudenreichii subsp. freudenreichii,Propionibacterium freudenreichii,Propionibacterium,Propionibacteriaceae,Propionibacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260214,CP010341,2.31317838549421,1.58908560913502e-05,1.3838764082183,0.936165914905199,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP012098,4.77543928511329,2.99740440286642e-05,1.91700959622471,0.925202252154273,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260214,CP001071,4.1999305988236,1.96040157212604e-05,1.50463100333528,0.933081457156597,0
Blautia hansenii DSM 20583,Blautia hansenii,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP022413,1.90585414646719,3.79792294395318e-05,2.1948069459752,0.956683657572408,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,FP929053,1.90056294071426,8.77588642566064e-05,7.41326968028972,0.985011974434995,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260214,AE014295,2.16633867608676,4.28579684533268e-05,2.03980984297646,0.941707771683043,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,FP929055,2.37995936821783,4.03088288315208e-05,2.43448875788849,0.911036882705735,0
[Clostridium] bolteae,[Clostridium] bolteae,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP022464,1.32770344443258,1.30619430834235e-05,1.83827977431619,0.989032102594411,0
Lachnoclostridium sp. YL32,Lachnoclostridium sp. YL32,Lachnoclostridium,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP015399,2.22195936716474,2.08509159857953e-05,2.41007638882647,0.893908690132628,0
butyrate-producing bacterium SS3/4,butyrate-producing bacterium SS3/4,"","",Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,FP929062,0.784069758125942,2.11346340199325e-05,1.50340022513613,0.986417887490557,0
Rothia mucilaginosa DY-18,Rothia mucilaginosa,Rothia,Micrococcaceae,Micrococcales,Actinobacteria,Actinobacteria,Bacteria,ERR260214,AP011540,0.906698112350237,3.79570743864678e-05,1.874356677556,0.996882815701584,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260214,CP001107,2.85151237379244,2.77896243757897e-05,1.91820297140305,0.796249369178352,0
Streptococcus thermophilus JIM 8232,Streptococcus thermophilus,Streptococcus,Streptococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260218,FR875178,1.2330762607805,2.50292450929744e-05,1.41719903542715,0.985604030456747,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260218,CP030777,0.855246621693266,6.16614069699415e-05,3.11924597267484,0.986627210386888,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260218,CP001104,0.777051221067227,3.55826513033611e-05,1.46372337693546,0.995694525646004,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260218,CP000678,0.8239489837328,3.02567979458094e-05,1.43189237361954,0.99407860796263,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260218,CP012801,1.06249893642661,9.49594887326032e-06,1.5096348350374,0.991804456701855,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260218,CP000139,0.856724027199804,4.84208071243489e-05,3.73418714057417,0.998760488611389,0
Lachnospiraceae bacterium GAM79,Lachnospiraceae bacterium GAM79,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260218,AP018536,1.30163405574666,1.72953573817366e-05,1.5632604494541,0.9705238735776,0
Oscillibacter sp. PEA192,Oscillibacter sp. PEA192,Oscillibacter,Oscillospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260222,AP018532,0.746734199649975,1.74037297219653e-05,1.36736325359319,0.993994180274479,0
Alistipes finegoldii DSM 17242,Alistipes finegoldii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260222,CP003274,1.91361333568921,1.29828605344461e-05,1.39167030030012,0.958391240875186,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260222,CP024160,0.812586264387572,4.83626006388567e-05,1.74103056446071,0.995899297373317,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260222,CP012098,1.76576460285652,2.88946482188588e-05,1.84953804664703,0.89141530684808,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260222,FP929053,1.62046960245259,2.44487132308756e-05,1.80557030686797,0.988795119151184,0
Bacteroides cellulosilyticus,Bacteroides cellulosilyticus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260222,CP012801,3.61757865771891,6.44454056434479e-06,1.36986568367317,0.848313293780771,0
Bacteroides vulgatus ATCC 8482,Bacteroides vulgatus,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260222,CP000139,1.13023271358857,5.27953268811209e-05,5.30527652855815,0.997837327294379,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260222,FP929049,0.753151281721688,1.79611658107449e-05,1.49785850532979,0.989318211477834,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,CP030777,0.798479710664309,0.000118666523034769,6.47641471249284,0.988473011100001,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,CP012098,1.20761983628354,2.53866319266651e-05,1.67464716349966,0.986385026702921,0
Bifidobacterium adolescentis ATCC 15703,Bifidobacterium adolescentis,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260223,AP009256,3.43337279256528,4.3760824193451e-05,1.90246960289203,0.876391044024251,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,HF545616,2.78191378240133,2.43322389147831e-05,1.68498422046233,0.864016738691725,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,FP929053,0.757598315575717,4.11000364178105e-05,2.17278507122581,0.986718618536907,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,FP929049,0.833696353576877,1.8616198322131e-05,1.58739018525884,0.995575315576986,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260223,CP001107,3.23421644323034,2.37945959048986e-05,1.71155266285058,0.735015759418782,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,CP030777,0.926582585443147,0.000104785718799622,6.13589007769172,0.99462967669226,0
Collinsella aerofaciens,Collinsella aerofaciens,Collinsella,Coriobacteriaceae,Coriobacteriales,Coriobacteriia,Actinobacteria,Bacteria,ERR260227,CP024160,1.07405424173246,5.56916677802437e-05,2.32036352875184,0.997331467513197,0
Blautia obeum A2-162,Blautia obeum,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,FP929054,0.641687167351855,7.30863319040291e-05,4.07289426168861,0.954149923253625,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260227,CP001071,1.95017636656224,2.33360150827732e-05,1.6176944278947,0.975287096165317,0
[Eubacterium] hallii,[Eubacterium] hallii,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,LT907978,1.25019998053364,2.613774399041e-05,1.81274591853305,0.987392415299505,0
Ruminococcus sp. SR1/5,Ruminococcus sp. SR1/5,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,FP929053,1.41198475127074,3.40930535559675e-05,2.34453640562424,0.993397267816469,0
Klebsiella pneumoniae subsp. pneumoniae HS11286,Klebsiella pneumoniae,Klebsiella,Enterobacteriaceae,Enterobacterales,Gammaproteobacteria,Proteobacteria,Bacteria,ERR260227,CP003200,0.800414060700637,3.35138787290114e-05,2.3896807119243,0.996885632754766,0
Enterococcus hirae ATCC 9790,Enterococcus hirae,Enterococcus,Enterococcaceae,Lactobacillales,Bacilli,Firmicutes,Bacteria,ERR260227,CP003504,1.39468896469946,2.40538724418091e-05,1.65788092737315,0.992536136297333,0
Roseburia intestinalis M50/1,Roseburia intestinalis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,FP929049,0.793155196707493,2.30738634291395e-05,1.83967402929449,0.946747779987593,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260227,CP001107,3.17078136484795,2.12578678580913e-05,1.62237779215512,0.709437259722081,0
Alistipes shahii WAL 8301,Alistipes shahii,Alistipes,Rikenellaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260230,FP929032,1.08236813132091,1.87620051289884e-05,1.59329516310396,0.987494200069415,0
Bacteroides dorei CL03T12C01,Bacteroides dorei,Bacteroides,Bacteroidaceae,Bacteroidales,Bacteroidia,Bacteroidetes,Bacteria,ERR260230,CP011531,1.01005352855901,5.02972062909221e-05,5.01799978826872,0.999512687828899,0
[Eubacterium] eligens ATCC 27750,[Eubacterium] eligens,Eubacterium,Eubacteriaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,CP001104,1.64381129886976,5.45363334904241e-05,2.24062754651208,0.947349379813317,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,CP012098,1.09081707697569,2.8967304083386e-05,1.80991404451495,0.981735587957448,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,HF545616,0.844984393441787,1.94978665871538e-05,1.50899517262076,0.976459115149459,0
Roseburia hominis A2-183,Roseburia hominis,Roseburia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,CP003040,0.967329801767804,1.63187581808298e-05,1.46440786416096,0.994341170856071,0
Methanobrevibacter smithii ATCC 35061,Methanobrevibacter smithii,Methanobrevibacter,Methanobacteriaceae,Methanobacteriales,Methanobacteria,Euryarchaeota,Archaea,ERR260230,CP000678,1.83633053503729,2.88749626445634e-05,1.47474301489105,0.962312179175532,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260230,CP001107,2.00455535220019,3.90102470511743e-05,2.39485431627389,0.818524989502329,0
Faecalibacterium prausnitzii,Faecalibacterium prausnitzii,Faecalibacterium,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,CP030777,1.71496270311957,6.63675887985318e-05,4.30633396316756,0.984688609875361,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,CP012098,1.75439440790829,3.15444682792312e-05,2.01401345187551,0.929459141017954,0
Ruminococcus bicirculans,Ruminococcus bicirculans,Ruminococcus,Ruminococcaceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,HF545616,2.64248784359504,2.08840480885982e-05,1.56100749267433,0.854775526599988,0
Akkermansia muciniphila ATCC BAA-835,Akkermansia muciniphila,Akkermansia,Akkermansiaceae,Verrucomicrobiales,Verrucomicrobiae,Verrucomicrobia,Bacteria,ERR260231,CP001071,2.14667895559167,2.33980256219321e-05,1.63392348682118,0.973240732825514,0
Bifidobacterium longum NCC2705,Bifidobacterium longum,Bifidobacterium,Bifidobacteriaceae,Bifidobacteriales,Actinobacteria,Actinobacteria,Bacteria,ERR260231,AE014295,0.888189916152673,3.88872212387926e-05,1.69740316331421,0.994446118510491,0
[Ruminococcus] torques L2-14,[Ruminococcus] torques,Blautia,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,FP929055,0.74700107302533,3.76051130831019e-05,1.88269832604447,0.961910978831725,0
[Eubacterium] rectale ATCC 33656,[Eubacterium] rectale,"",Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260231,CP001107,2.07807025932337,2.5347041280286e-05,1.79218974993864,0.829698745070214,0
Anaerostipes hadrus,Anaerostipes hadrus,Anaerostipes,Lachnospiraceae,Clostridiales,Clostridia,Firmicutes,Bacteria,ERR260235,CP012098,1.50406279483347,2.77402578426773e-05,1.77796890634941,0.993406879723147,0
